F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
166.54,-79.2,USA,-11.62,2380.95,-12.78,-40359.42,94.86,1109.68,9.47,High,25.18,-55.74,-137.91,1373.5,-59.4,-14692.88,-22630.72,-9.72,0.84,590.61,-8.82,2,3014.39,25136.46,114.51,279.26,1974.48,340.29,-5998.68,8.05,-38.93,224.94,-113.12,269.04,3,1021.35
244.28,-44.62,Europe,-17,293.43,17.4,-16293.51,72.18,1087.92,-0.13,High,11.26,-57.03,-168.02,1710.5,-37.41,-12186.56,-14057.16,-8.82,3.27,2037.21,-10.8,4,1922.23,21944.16,220.04,716.12,2061.36,441.03,-8208.03,3.72,-64.07,147.24,-161.18,341.37,3,2332.87
200.64,29.84,UK,-18.12,3131.61,116.96,-20475.9,137.46,711.89,8.73,Medium,28.16,-65.34,-167.17,1296.68,-62.58,-23866.66,-14932.06,1.26,134.97,2500.26,-14.43,8,5487.74,13785.87,208.73,343.76,1940.04,363.96,-5995.38,1.87,-33.73,147.56,-158.03,810.23,6,289.42
309.42,-4.3,Europe,-12.94,2077.83,-13.58,-23766.72,91.9,629.1,11.06,Very high,11.08,-59.97,-180.18,1406.86,-72.21,-23535.72,-15264.2,3.24,7.35,2064.3,-8.71,3,1610.64,22694.7,177.8,1310.06,2138.52,177.42,-7910.61,2.12,-28.06,220.98,-176.14,65.53,4,3154.9
190.32,-39.8,Rest,-14.52,2152.86,36.98,-1694.13,30.44,1026.8,11.05,Very high,24.72,-55.68,-179.52,1852.06,-72.03,-21721.12,-30442.38,32.28,0.09,1255.11,-13.31,3,2891.57,41989.86,234.24,69.08,1434.64,118.44,-2821.02,3.06,20.8,156.74,-185.09,556.99,2,2658.13
157.66,2.28,UK,-26.48,1063.08,55.28,-30499.95,-16.72,778.04,7.34,Very low,14.14,-55.08,-124.6,701.22,-62.67,-8981.18,-19925.7,-1.41,0.9,1728.39,-11.27,2,3213.53,27018.96,223.32,655.8,3129.56,269.76,-5024.34,4.49,42.34,168.1,-140.66,1050.91,4,1123.14
283.06,33.66,Rest,-22.58,2363.91,15.4,-34410.69,47.78,720.31,7.03,Low,15.18,-56.19,-164.15,1456.08,-54.96,-5948.38,-25220.7,-5.76,2.19,2913,-7.16,3,1197.22,26260.44,155.35,839.46,1185.6,423.69,-6258.21,7.85,-66.18,214.36,-184.01,552.11,2,2427
84.96,35.12,Rest,-16.14,3909.24,78.6,-17341.08,38.16,841.44,-2.69,Low,10.84,-59.16,-222.68,1483.16,-75.15,-17851.24,-21767.98,3.78,2.55,252.84,-10.78,2,-460.59,24653.43,243.61,499.62,1463.6,274.53,-6416.52,1.67,-32,217.1,-169.28,604.66,3,1929.01
224.92,14.92,Rest,-16,1047.78,-25.16,-28700.52,68.04,1462.27,13.54,High,17.34,-50.4,-225.36,2092.52,-68.49,-18057.52,-20033.46,-12.75,56.19,2095.05,-10.04,1,3870.02,35854.44,152.46,-334.84,1555.5,275.04,-5876.46,4.6,-62.86,123.52,-171.52,820.2,2,2939.43
231.48,4.02,Rest,-27.72,1904.16,18.52,-6332.01,43.12,972.53,7.37,Medium,14.32,-66.36,-155.55,753.64,-61.86,-21286.6,-22537.08,-10.8,84.99,2287.53,-10.53,3,6152.12,26945.79,196.7,1066.72,2121.1,278.49,-4957.74,0.35,-61.84,200.92,-190.82,554.52,5,2351.94
223.24,0.92,Europe,-20.68,1928.76,-23.9,-23616.12,78.6,449.01,8.77,Low,7.28,-63.15,-191.91,1383.28,-68.97,-12547.9,-20619.72,-23.88,55.47,2593.62,-10.39,5,1714.86,16348.26,283.76,445.12,2452.02,365.04,-6794.64,5.51,-26.6,208.02,-170.13,707.67,3,1910.38
239.68,23.68,USA,-18.92,1977.21,3.46,-41215.29,198.48,1310.28,7.6,High,17.46,-55.62,-212.57,1650.38,-69.84,-16051.94,-9613.02,-2.28,3.6,2074.29,5.6,6,4329.77,34622.37,180.77,661.78,1870.3,154.56,-5966.52,0.42,101.61,211.06,-213.74,432.39,4,388.49
265.96,125.4,UK,-20.7,2632.59,-67.32,-37779.27,0.3,790.05,6.74,Medium,13.56,-55.65,-167.28,1815.82,-73.77,-18319.64,-4469.82,-2.28,84.06,2508.48,-10.1,4,1573.34,22341.6,213.54,1321.42,2264.06,289.44,-5804.1,2.57,-25.36,130.04,-183.18,826.23,8,16.5
158.38,29.74,USA,-22.68,1704.24,-30.52,-25720.71,87.52,475.14,4.51,High,20.28,-73.53,-160.18,1609.76,-71.67,-16949.54,-25412.36,-4.53,58.23,954.81,-10.61,4,-1871.82,29358.69,228.13,1315.18,439.66,267.21,-5689.02,1.22,-40.31,144.46,-212.03,782.16,3,699.69
199.1,94.12,Europe,-16.98,913.56,6.52,-18806.55,-28.4,831.88,6.37,Very low,13.68,-54.27,-206.15,1957.86,-94.98,-11418.46,-25488.58,-9.75,0.18,1344.93,-19.26,6,-1062.67,12632.97,221.94,720.16,1403.66,219.57,-6587.25,1.09,-63.71,165.46,-195.44,439.72,6,-90.71
209.76,-146.62,UK,-16.62,4563.6,27.14,-22821.39,9.82,458.88,11.06,Very high,10.72,-65.1,-208.65,2044.48,-69.09,-20762.16,-7212.66,-12,63.39,919.44,-8.38,6,3188.34,31033.23,210.14,1398.78,3404.82,369.9,-5133.51,2.98,-51.96,174.32,-154.68,269.12,5,150.86
161.04,40.42,Europe,-26.44,4681.11,-39.48,-36566.76,-24.9,848.52,8.69,Very low,15.36,-55.95,-223.58,1827.06,-70.92,-11393.2,-17736.82,24.24,3.15,2213.55,-8.17,6,809.39,36429.66,227.76,598.34,1384.24,416.73,-6840.03,4.93,-115.01,217.54,-169.37,417.52,5,0.92
230.02,93.54,USA,-17.78,2884.02,34.58,-24649.95,112.82,325.21,11.86,Very high,17.68,-63.48,-191.83,1673.06,-48.72,-16973.22,-14091.86,-3.18,0.21,334.89,-12.58,3,5486.91,25167.21,187.77,839.9,1321.26,352.89,-7695.24,5.41,-17.54,177.98,-170.6,1158.41,2,502.27
136.08,-186.78,Europe,-27.8,3598.26,190.32,-27561.84,16.48,429.34,7.98,Very low,11.24,-72.15,-148.28,813.18,-52.26,-24209.6,-24301.52,-3.21,119.04,3163.74,10.45,5,4324.08,18749.76,235.49,1181.48,1997.58,339.12,-3400.08,1.03,-10.93,155.96,-135.39,122.18,5,633.41
183.72,188.52,UK,-20.02,2081.91,-265.24,-23022.27,144.78,662.03,4.79,High,23.28,-62.61,-151.36,2236.22,-78.87,-12839.46,-29725.98,-3.9,1.5,2356.98,-13.31,3,5327.09,36485.58,200.44,422.66,1598.2,230.46,-9615.54,1.42,19.33,118.62,-241.76,268.56,1,1597.77
173.8,-27.1,Europe,-13.72,2999.22,-80.14,-23573.85,74.38,722.5,7.01,Very low,-10.42,-67.08,-190.58,1815.5,-63.21,-22242.64,-15227.62,20.13,16.62,1859.34,-9.22,4,7090.3,34224.06,212.6,981.68,1844.2,441.36,-7723.95,2.72,-7.07,263.1,-131.98,369.58,7,-144.71
189.52,33.1,UK,-17.4,1587.81,25.52,-20391.72,85.1,769.74,-7.02,Medium,-1.54,-67.32,-78.6,1424.08,-72.3,-12914.06,-22090.4,-6.57,1901.22,2539.65,-20.17,2,8808.64,36749.19,407.66,506.04,2449.5,312.69,-6075.87,5.23,-12.41,54.82,-153.95,829.36,5,1524.48
139.62,161.06,USA,-20.92,2875.83,-30.28,-11429.97,123.96,865.8,12.77,Very low,20.42,-63.51,-163.08,2694.62,-74.88,-17442.52,-15514.38,31.32,0.51,2480.46,-10.33,3,5484.35,25480.05,259.97,1724.18,2107.9,296.88,-4044.51,4.65,-64.2,170.08,-159.87,848.75,4,-192.95
227.58,111.14,UK,-27.48,2219.91,11.02,-24058.23,11.62,212.88,-0.21,Very low,11.2,-52.29,-156.55,1954.5,-41.37,-20491.06,-18744,7.44,68.76,2461.35,-15.78,5,5023.92,40825.77,264.93,1221.2,1600.7,357.24,-5784.45,3.89,-38.51,260.48,-165.26,339.43,3,1155.66
334.88,117.12,Rest,-17.86,2661.84,97.54,-17200.8,72.08,728.77,3.98,Low,0.88,-57.33,-205.28,1075.32,-67.92,-10685.64,-19712.94,-15.87,50.52,2080.2,-14.36,6,2377.3,26013.81,203.95,132.22,1010.8,192.06,-6987.09,2.82,-42.75,-15.94,-205.81,647.31,2,2630.05
160.4,-21.2,Rest,-16.8,1463.55,-86.28,-23678.07,36.16,766.81,5.25,Medium,14.1,-54.27,-181.7,404.3,-50.79,-16364.88,-13158.86,-5.79,389.76,3525.72,-16.93,5,5465.85,27588.39,166.86,300.84,2220.94,392.28,-7342.53,0.35,25.48,273.56,-25.31,142.76,4,2893.97
187.84,11.86,Rest,-28.46,2156.97,-39.98,-23998.62,1.32,561.99,9.47,Medium,10.06,-60.54,-160.06,497.18,-86.04,-21441.42,-16788.58,7.05,0.36,2998.92,-11.89,2,4288.04,22893.78,251.05,763.9,1808.22,395.25,-7840.29,4.66,-74.73,195.56,-163.91,103.23,5,1618.27
206.72,225.18,UK,-24.38,2560.11,-90.02,-22077.69,86,271.31,16.11,Very high,12.94,-78.48,-159.56,1969.44,-76.35,-9662,-15545.66,4.47,0.15,2614.71,-7.48,5,743.01,28360.83,268.93,1022.66,2116.98,445.02,-6831.75,1.89,-95.96,269.56,-168.07,742.51,2,-358.11
128.9,125.2,Europe,-18.74,3179.7,-9.22,-16531.08,59.36,815.57,11.63,High,16.5,-54.48,-81.4,2068.54,-61.95,-16664.78,-24458.1,11.13,1.17,864.24,-8.54,5,3633.07,28515.75,170.54,1746.54,1735.96,284.31,-429.66,1.67,-34.23,183.94,-146.79,450.99,2,3125.19
264.12,38.64,UK,-22.46,1977.75,-106.62,-26695.44,57.24,1032.15,11.85,Medium,14.84,-52.08,-141.49,963.88,-48.54,-9789.08,-17215.1,0.93,0.09,3432.33,-19.27,4,8718.95,31859.58,245.65,360.62,2273.64,201.81,-6218.28,2.01,-48.86,205.42,-182.1,1050.24,5,906.22
217.78,14.66,Europe,-21.2,2074.05,-75.9,-23687.73,134.26,730.01,9.23,Very low,17.6,-66.63,-181.5,2201.92,-95.94,-10897.12,-24479.96,-4.5,45.6,2182.05,-24.47,3,2378.16,26246.67,218.51,1314.42,1534.84,279.06,-5988.42,0.82,1.59,242.44,-196.54,51.31,2,1005
150.46,79.6,UK,-17,2160.81,-19.64,-31998.66,163.66,473.91,7.22,Medium,21.88,-56.61,-183.85,1109.88,-63.15,-15064.32,-23013.94,14.73,134.64,1416.57,-11.55,3,6333.94,24347.25,183.94,999.48,1624.98,295.47,-5946.84,0.94,-34.01,170.92,-132.65,56.66,4,2276.1
279.2,15.72,Europe,-22.2,981.48,-9.8,-8493.3,110.58,567.14,5.46,High,20.1,-62.16,-171.02,2138.16,-68.19,-32268.46,-11940.28,-7.62,0.15,2121.75,-7.54,6,-2813.36,15507.18,244.64,518.98,1675.9,235.11,-4709.31,0.38,-33.81,214.78,-98.04,682.95,6,-141.66
244.9,-75.12,Europe,-11.9,2303.16,-34.88,-35391.78,79.14,606.85,7.19,Very high,4.08,-57.84,-207.74,937.5,-49.92,-15864.1,-1858.92,2.1,0.3,2251.89,-9.1,4,303.01,33346.05,216.02,858.7,2509.14,204.63,-6014.22,12.58,-45.67,218.22,-167.07,318.05,4,872.63
164.2,52.68,UK,-19.26,2026.38,-9.02,-20493.63,4.52,504.9,3.59,Medium,5.74,-63.48,-209.54,2147.96,-83.43,-4352.94,-13213.44,-45.96,0.57,2247,-3.6,5,3544,31562.94,197.75,-50.3,1239.88,325.38,-4119.03,8.41,10.96,142.52,-160.38,96.55,3,-158.19
191.26,33.22,Europe,-15.38,2899.8,73.16,-31328.82,11.3,943.6,15.61,Very low,17.96,-88.74,-186.86,2027.48,-42.3,-6426.72,-19883.68,13.98,6.96,1319.94,-10.33,6,2991.62,23566.71,184.22,587.44,2007.14,299.67,-5285.7,2.13,-34.92,196.22,-168.52,969.54,5,-161.81
362.38,43.14,Rest,-25.94,654.81,-24.42,-29715.63,153.08,715.51,6.06,Medium,14.26,-64.77,-169.98,1850.7,-69.12,-18307.64,-26341.68,-11.19,76.44,2717.61,-8.28,1,6915.52,29314.32,228.25,1746.14,1371.98,280.68,-5386.44,3.75,-39.15,165.64,-34.15,525.41,2,2685.9
237.38,16.26,USA,-30.5,1505.82,22.72,-18808.14,44.7,178.14,11.35,Very high,13.44,-58.8,-159.41,1306.48,-82.74,-18601.4,-15815.16,-11.91,3.27,2048.97,-9.07,5,2361.47,30403.56,277.14,422.58,1699.88,552.15,-6893.01,2.3,-43.51,145.46,-151.91,980.45,4,759.11
253.48,-19.74,Europe,-22.24,2007.09,51.88,-30965.25,133.22,289.27,7.45,Very high,-0.2,-76.11,-138.75,1532,-87.9,-19561.72,-2284,1.62,4.59,3517.14,-12.63,5,3847.76,20922.87,196.81,376.56,1496.84,291.3,-6121.74,2.72,-89.96,217.06,-169.07,539.5,4,-86.39
225.6,-31.36,UK,-11,-383.04,-108.68,-37997.61,65.22,1250.27,6.82,Medium,15.66,-60.69,-201.85,1905.08,-67.47,-9569.7,-23082.04,-1.05,8.37,1774.8,-10.49,4,5175.07,-2007.15,195.69,811.62,1632.94,325.05,-7322.43,2.59,-45.5,115.52,-162.09,454.39,3,1138.72
192.86,51.82,USA,-33.94,2781.06,41.76,-31952.13,62.1,610.2,8.76,Low,17.88,-68.76,-148.22,1318.56,-75.42,-14265.46,-30373.14,7.35,0.54,3083.82,-8.33,3,2198.92,23663.07,282.98,1618.92,1686.84,504.18,-6313.17,4.54,21.02,196.36,-173.96,495.73,2,446.77
171.58,80.7,USA,-15.96,3469.59,-17.88,-15099.99,45.68,398.32,4.07,Medium,22.1,-65.04,-157.93,1462.22,-59.55,-16114.46,-20956.22,1.68,10.65,2208.48,-5.41,4,6026.9,26388.6,226.28,128.68,2419.72,266.4,-3486.18,7.1,-27.71,188.78,-183.74,674.66,3,483.4
113.54,-45.72,Rest,-25.06,2347.47,12.58,-17903.25,193.08,681.21,11.83,Very high,23.24,-58.83,-201.73,417.42,-58.32,-11182.7,-23397.36,-14.4,14.34,675.06,-10.16,4,6849.95,30829.23,161.64,1418.32,968.98,223.74,-4980.57,1.4,-71.41,92.76,-140.07,449.93,4,2962.09
212.82,21.64,Europe,-11.02,1758.57,12.92,-21818.85,52.36,952.87,-1.95,Low,9.56,-63.78,-259.22,1479.52,-66.54,-16013.14,-26499.42,0.33,96.3,3141.87,-9.36,1,5752.03,22311.96,173.99,1102.02,1445.3,286.98,-6241.77,1.32,-62.42,278.16,-138.39,187.78,6,2392.99
81.98,43.52,Rest,-20.06,2510.94,15.28,-25297.47,76.66,798.56,11.52,Medium,12.36,-60.63,-199.56,1713.44,-73.14,-20643.46,-25314.9,-8.16,0.21,1826.94,-8.69,6,1722.89,35789.04,256.26,609.5,1369.66,357.63,-5944.98,1.8,-31.22,167.58,-168.19,909.84,2,1012.9
181.4,26.2,Europe,-10.86,1660.44,96.08,-36615.42,136.84,823.36,10.28,Very low,6.66,-70.02,-176.85,1559.68,-12.06,-16316.78,-18809.94,-5.13,43.14,1374.78,-2.73,4,2760.04,31303.41,159.11,1902.9,1574.76,248.67,-4335.27,3.09,-13.61,165.14,-177.7,132.11,4,107.16
286.94,-11.18,UK,-13.52,3099.72,59.5,-24320.82,88.22,476.78,9.77,High,12.94,-59.82,-150.85,643,-63.81,-6806.6,-10681.98,-8.94,2.91,3116.46,-9,4,-1946.36,25210.08,209.51,1613.22,1554.92,270.72,-6121.29,1.61,-11.21,232.96,-129.69,635.8,5,1232.01
262.72,59.04,USA,-14.26,3089.04,68.1,-8205.48,57.82,839.33,5.95,Low,33.7,-51.69,-157.29,979.52,-74.13,-15920.14,-16706.78,7.95,0.75,3530.16,-5.81,3,4754.03,24503.73,195.46,-233.42,1044.92,189.21,-7895.79,7.91,-33.45,200.66,-185.33,523.11,2,983.07
198.94,-2.12,Rest,-15.7,2034.54,43.3,-47202.09,20.56,1109.37,3.86,Very high,16.88,-57.54,-184.1,2151.52,-64.17,-19866.4,-23354.16,-0.9,1317.45,1917.42,1.6,6,-1120.16,26244.66,219.1,302.32,1957.4,282.51,-6108.84,2.01,-53.5,155.82,-175.71,391.19,3,2846.54
189.9,8.96,Rest,-13.7,2558.28,-34.42,-21388.2,135.46,974.83,8.94,Very high,12.86,-65.52,-177.67,2257.98,-72.96,-16997.32,-18804.46,8.76,29.22,2647.95,-11.45,6,11908.32,22305.78,220.65,-56.78,1491.38,337.56,-7861.29,4.46,-41.43,70.94,-208.68,1014.06,4,788.17
245.54,-18.92,UK,-21.62,2047.02,-5.34,-33146.13,56.5,389.54,9.69,Very low,19.86,-55.14,-172.29,609.64,-41.19,-21835.24,-23659.24,4.62,8.58,1212.18,-6.45,3,3206.58,33372,293.78,323.56,3383.56,418.59,-6240.93,4.34,-161.56,164.12,-179.62,40.06,0,2398.16
155.46,276.04,UK,-23.24,2493.03,-57.8,-25309.98,136.32,569.54,0.89,Low,25.06,-57.39,-195.7,2167.66,-70.47,-20248.58,-17748.82,3.9,1.92,3642.15,2.78,0,-77.83,30693.51,221.95,525.9,3169.84,326.13,-6590.52,2.11,-34.88,41.98,-167.21,405.08,3,741.6
101.94,-72.56,UK,-22.42,1864.47,167.82,-18098.19,130.9,1082.79,12.96,Medium,13.86,-59.73,-198.99,2407.2,-55.11,-15482.94,-17222.96,-4.2,291.33,2064.57,-4.11,4,1105.16,34344.36,201.44,-97.98,1439.72,270.27,-6201.39,1.2,-7.21,266.96,-263.94,1114.75,6,594.35
114.74,-102.32,Rest,-28,1730.28,106.68,-23065.2,124.82,1029.25,9.06,Medium,8.48,-76.5,-192.02,2087.54,-73.02,-28488.66,-23676.72,-22.62,7.2,4357.5,-11.12,1,5443.21,30027.69,210.47,886.12,1434.16,388.05,-6701.49,0.97,-94.27,193.34,-134.28,1076.23,5,-689.33
177.58,-29.18,UK,-25.94,1752.15,-21.84,-18563.4,98.22,957.21,9.23,High,8.92,-58.35,-120.12,2222.86,-65.88,-13780.52,-19386.64,6.42,425.04,707.97,-10.54,3,2602.19,34280.7,184.35,-420.52,1900.74,214.02,-5911.44,1.54,-24.43,270.74,-170.87,184.03,7,1050.35
246.58,-20.94,Europe,-30.8,4070.64,-5.1,-17249.73,184.9,499.97,2.85,High,13.94,-62.34,-175.81,1779.32,-74.76,-18043.4,-14037.92,-3.72,6.87,4963.32,-11.27,3,8196.34,29001.3,194.45,550.82,1360.62,325.26,-2767.92,2.39,-22.78,85.14,-117.8,607.8,3,2131.49
198.1,-38.8,USA,-20.32,3498.6,204.6,-21186.03,47.28,421.16,17.53,Very high,24.24,-57.99,-219.01,1816.52,-68.13,-10103.58,-17976.56,-9.9,217.02,1596.03,-11.79,6,449.93,33200.64,222.36,969.92,1284,295.11,-6618.33,2.18,9.36,195.9,-166.83,647.77,4,1041.47
219.28,-181.32,Europe,-29.3,2630.58,30.14,-16189.41,137.58,1137.09,12.99,Low,28.42,-52.71,-132.32,1867.36,-87.42,-10519.84,-10771.58,-17.07,43.11,2016.99,-7.65,1,254.52,52476.33,212.22,1725.98,1932.62,445.08,-8609.16,10.02,-57.96,201.6,-175.1,794.02,5,1577.69
239.44,-153.86,UK,-22.56,3334.92,-40.96,-17912.19,75.28,452.46,8.34,High,14.88,-52.17,-133.66,1203,-66.27,-23442.24,-29136.88,1.38,0.12,3380.82,-9.91,3,1946.46,23303.22,205.44,553.3,1671.38,429.99,-8042.1,11.45,-59.81,90.32,-166.82,773.52,5,1550.61
325.2,-137.9,UK,-25.34,6007.8,13.2,-32932.29,127.38,891.25,8.01,High,18.34,-72.27,-185.82,1695.06,-83.19,-11913.22,-23295.46,-11.07,8.43,3141.99,-14.45,1,3712.48,21695.07,129.31,1274.56,1337.82,434.82,-5582.31,3.56,-90.52,238.68,-154.56,481.28,4,942.23
183.68,55.36,Europe,-18.18,2185.71,41.58,-25659.39,96.52,893.84,9.96,Medium,19.12,-58.2,-187.56,1801.54,-60.72,-9699.7,-25765.42,-2.64,21.75,2430.3,-5.05,2,2604.71,16486.95,218.24,786.6,2166.84,321.27,-7580.31,4.13,-46.54,144.4,-192.02,94.72,0,3772.55
266.9,-19,Europe,-11.58,1615.65,-117.12,-18007.71,89.02,518.82,8.55,High,14.78,-70.02,-183.65,2270.96,-70.89,-19905.64,-19043.62,-7.41,20.25,1711.83,-2.52,5,4460.43,42035.4,225.88,565.36,1719.88,391.17,-6689.43,5.11,-22.69,62.12,-200.41,427.88,1,1243.02
211.92,-11.56,UK,-14.64,2987.64,74.46,-41820.84,-0.38,482.66,14.27,Low,20.24,-64.65,-224.6,2111.36,-73.08,-18797.52,-18652.18,18.72,3.18,1698.72,-7.12,4,3307.55,14467.68,234.29,701.98,1732.96,294.66,-5539.29,3.24,-35.99,275.7,-76.14,372.81,4,-62.49
256.28,26.64,Rest,-20.62,782.25,28.8,-21854.94,64.42,729.13,9.52,Very high,29.22,-50.55,-227.26,1233.72,-59.82,-7320.68,-16557.84,-6.75,2.88,3461.85,-8.74,3,9280.72,25242.48,317.92,1206.5,2126.02,296.1,-6113.79,0.75,-87.4,176.04,-154.15,1125.02,4,2816.1
255.32,81.74,UK,-8.02,697.14,-31.7,-40387.83,49.12,841.55,8.64,Very high,14.08,-62.01,-192.02,2637.5,-67.83,4785.82,-14084.18,-39.57,130.56,2723.61,-14.35,4,-522.84,25020,171.41,347.46,2689.26,333.9,-6612.45,3.36,-51.58,298.28,-107.27,691.57,4,826.39
253.86,-31.52,USA,-21.58,2245.56,-32.42,-13776.87,7.4,443.49,9.02,Very low,5.58,-60.9,-184.01,1348.44,-66.81,-24756.62,-20276.06,2.04,541.86,2561.04,-11.64,6,3855.28,24360.42,217.4,1035.32,1959.94,261.96,-5753.82,2.2,-32.45,199.5,-138.3,337.18,4,543.04
98.62,-55.52,Europe,-25.36,2692.47,-41.82,-26324.64,65.56,514.15,7.29,Low,-11.6,-52.8,-310.04,2001.32,-60,-17970.26,-19823,-2.49,0.06,1246.68,-3.81,3,2326.87,25553.73,91.23,683.64,1495.24,385.32,-4828.08,3.33,-97.08,116.96,-156.33,590.55,3,542.59
178.72,-101.9,UK,-25.36,2530.02,70.84,-21028.44,69.38,847.69,9.73,Very low,13.62,-67.17,-157.54,1972.88,-65.88,-17813.22,-22824.26,2.22,4.83,2210.79,-9.63,4,1847.95,27412.59,203.62,1103.98,2551.4,352.14,-2851.53,0.12,-39.16,212.14,-140.58,786.84,5,-402.8
305.62,-0.84,USA,-17.9,4152.21,-96.6,-32220.12,141.4,1073.6,4.58,Medium,47.92,-63.33,-317.64,1470.66,-68.49,-10021.88,-27196.84,-13.05,0.75,2882.52,-12.47,4,1562.93,13954.92,204.35,2017.26,769.96,236.58,-3500.82,2.06,40.41,56.76,-185.47,692.93,5,349.67
107.18,38,UK,-7.2,2050.68,9.16,-31560.06,116.78,563.78,2.92,High,12.94,-72.24,-115.76,1227.08,-71.85,-16652.56,-19846.16,-7.05,24.21,3656.58,-9.56,3,-529.54,27293.58,261.16,-196.66,1245.92,257.85,-6558.9,3.91,-48.05,238.6,-166.89,542.56,4,1076.97
327.6,40.52,USA,-20.44,1766.43,10.52,-23428.2,150.3,124.35,6.15,High,8.08,-58.05,-148.58,1673.96,-52.14,-14027.8,-22944.44,-1.26,21.48,1996.92,-6.31,4,3859.24,18794.22,118.2,1340.6,1934.28,486.84,-7173.51,7.59,-6.55,95.16,-162.1,787.81,5,707.46
91.68,9.52,Europe,-7.7,1618.53,-131.56,-24278.04,153.22,453.19,13.1,Medium,-0.36,-58.8,-208.99,1109.94,-77.07,-15765.46,-28832.46,4.8,44.82,472.92,-7.03,4,159.93,14467.74,176.26,689.52,1790.24,380.49,-8854.86,3.07,-21.52,248.64,-160.21,282.47,5,3518.84
237.74,69.84,UK,-19.78,2029.5,48.76,-31612.17,98.78,911.76,11.02,Low,12.2,-61.08,-208.05,246.4,-70.68,-17372.4,-28617.08,-6.3,0.03,2923.53,-7.66,8,-1764.88,28626.36,189.28,1008.62,1511.2,445.86,-2357.49,5.44,-20.53,83.68,-168.16,621.1,7,43.58
312.64,-38.44,Europe,-21.24,2186.82,45.52,-33566.1,102.88,694.17,6.62,Low,-0.16,-65.04,-207.37,3065.34,-74.55,-7641.74,-21104,-16.5,19.86,2475.03,-15.06,5,8638.48,27743.4,255.91,1261.74,2076.24,346.08,-5721.54,2.29,-4.2,170.88,-143.3,582.75,3,-76.9
209.56,-56.44,Europe,-15.18,2053.65,182.52,-26588.79,76.96,941.29,8.01,Medium,4.26,-61.41,-210.88,423.64,-68.13,-21994.8,-9269.32,13.8,6.63,2814.48,-9.61,1,-2510.46,23091.27,220.35,394.44,1190.8,423.81,-4202.73,7.14,-67.2,200.18,-151.8,521.77,4,3207.57
72.02,-20.6,UK,-24,2792.49,-16.64,-25449.75,82.1,909.26,13.29,High,18.5,-76.8,-184.7,2363.48,-37.98,-22206.12,-25951.52,-3.42,0.18,2530.77,-8.95,5,2834.12,31946.82,182.07,1832.08,857.06,463.77,-5769.12,4.46,-45.97,207.54,-176.39,478.27,7,-1291.6
88.96,176.98,USA,-27.74,2569.56,23.02,-30022.5,-2.72,230.98,-0.76,Very high,5.04,-60.33,-190.9,2361.94,-63.06,-15671.5,-24235.82,1.38,0.54,2088.39,-11.98,4,8440.43,41973.18,260.81,622.32,1427.3,322.89,-6196.38,2.79,-20.73,115.66,-172.12,721.51,2,630.78
129.9,-9.98,USA,-23.62,2393.85,-7.88,-34119.06,73.2,1069.01,8.2,High,15.02,-56.76,-126.34,1942.58,-63.03,-29360.56,-8201.16,3.93,2.34,2394.6,-11.95,3,9953.47,19127.16,203.14,516.08,693.86,315.69,-5790.48,6.75,2.3,233.78,-191.47,569.56,3,480.01
217.88,-62.12,UK,-19.92,3740.46,24.1,-38693.64,48.72,716.32,3.09,Medium,15.54,-58.65,-69.41,1556.54,-56.1,-20415.22,-28055.84,-31.68,0.63,2584.32,-11.02,0,4281,21485.7,239.62,1365.62,1681.06,253.92,-4877.52,2.75,-31.04,183.64,-156.69,748.78,3,1704.37
233.12,-27.04,UK,-19.04,1954.71,-48.68,-4747.23,135.76,696.37,8.53,Medium,23.58,-64.23,-238.31,1279.22,-66.51,-14302.98,-14529.76,-28.71,2.25,1732.29,-15.02,3,1938.73,26734.29,200.97,1448.22,2305.42,255.12,-6246.81,4.91,-35.04,153.8,-184.58,245.73,4,582.44
207.56,130.86,USA,-22.12,1926.03,98.08,-22687.56,-27.98,796.73,5.99,Medium,20.88,-63.72,-256.17,2168.04,-67.53,-19272.04,-13146.62,-0.36,0.06,2231.49,5.29,2,3067.4,33877.38,222.22,90.68,3258.44,332.49,-8083.2,4.58,57.78,125.9,-159.27,495.04,5,-155.24
306.56,171.96,Europe,-20.72,1973.67,-16.92,-22628.85,65.08,1125.5,2.23,Very low,12.24,-63.39,-295.85,1747.02,-63.72,-13043.08,-13576.12,-14.73,0.06,3609.66,-13.82,4,3918.87,27193.65,280.42,780.04,2998.94,115.83,-4673.61,4.98,-100.89,90.22,-120.01,403.06,2,-127
90.9,-16.3,Rest,-16.88,2306.97,8.34,-28168.83,42,744.16,9.52,Medium,12.82,-53.01,-218.27,1948.02,-77.7,-10196.5,-20517.26,6.63,1.32,2433.99,-7.89,6,9914.04,29436.03,274.74,927.66,2736.38,377.34,-5905.2,2.96,-40.1,69.94,-141.89,558.79,3,1154.85
